Text,Model,Actual,Predicted,Confidence,Error Type
"As a representative of the multigene family, the GST enzyme family is quite complex (EC 2.5.1.18). I",ELECTRA,ai,human,0.517,False Positive
"As a representative of the multigene family, the GST enzyme family is quite complex (EC 2.5.1.18). I",DISTILBERT,ai,human,0.531,False Positive
Data were evaluated for numbers of read counts for each gene in the samples. A threshold of at least,BERT,ai,human,0.541,False Positive
Data were evaluated for numbers of read counts for each gene in the samples. A threshold of at least,DEBERTA,ai,human,0.561,False Positive
Data were evaluated for numbers of read counts for each gene in the samples. A threshold of at least,ELECTRA,ai,human,0.52,False Positive
Data were evaluated for numbers of read counts for each gene in the samples. A threshold of at least,DISTILBERT,ai,human,0.545,False Positive
"Genetic distances between populations were evaluated using the RST statistic, and visualized through",BERT,ai,human,0.524,False Positive
"Genetic distances between populations were evaluated using the RST statistic, and visualized through",DEBERTA,ai,human,0.56,False Positive
"Genetic distances between populations were evaluated using the RST statistic, and visualized through",ELECTRA,ai,human,0.512,False Positive
"Genetic distances between populations were evaluated using the RST statistic, and visualized through",DISTILBERT,ai,human,0.528,False Positive
Overexpression of the hexokinases resulted in the partial inability of the cells to divide or even c,BERT,ai,human,0.508,False Positive
Overexpression of the hexokinases resulted in the partial inability of the cells to divide or even c,DEBERTA,ai,human,0.561,False Positive
Overexpression of the hexokinases resulted in the partial inability of the cells to divide or even c,ELECTRA,ai,human,0.528,False Positive
Overexpression of the hexokinases resulted in the partial inability of the cells to divide or even c,DISTILBERT,ai,human,0.533,False Positive
Pre-harvest sprouting (PHS) of rice (Oryza sativa L.) is a serious economic issue causing significan,DEBERTA,ai,human,0.561,False Positive
Pre-harvest sprouting (PHS) of rice (Oryza sativa L.) is a serious economic issue causing significan,ELECTRA,ai,human,0.523,False Positive
Pre-harvest sprouting (PHS) of rice (Oryza sativa L.) is a serious economic issue causing significan,DISTILBERT,ai,human,0.515,False Positive
Differentiating a dominant from a recessive effect for a variant influencing a quantitative trait is,DEBERTA,ai,human,0.561,False Positive
Differentiating a dominant from a recessive effect for a variant influencing a quantitative trait is,ELECTRA,ai,human,0.529,False Positive
Differentiating a dominant from a recessive effect for a variant influencing a quantitative trait is,DISTILBERT,ai,human,0.529,False Positive
Extensive studies have been conducted on the molecular mechanism of leaf variegation. A multitude of,BERT,ai,human,0.536,False Positive
Extensive studies have been conducted on the molecular mechanism of leaf variegation. A multitude of,DEBERTA,ai,human,0.561,False Positive
Extensive studies have been conducted on the molecular mechanism of leaf variegation. A multitude of,ELECTRA,ai,human,0.52,False Positive
Extensive studies have been conducted on the molecular mechanism of leaf variegation. A multitude of,DISTILBERT,ai,human,0.525,False Positive
Upland cotton (Gossypium hirsutum) is an important cultivated economic crop that provides the majori,BERT,ai,human,0.513,False Positive
Upland cotton (Gossypium hirsutum) is an important cultivated economic crop that provides the majori,DEBERTA,ai,human,0.561,False Positive
Upland cotton (Gossypium hirsutum) is an important cultivated economic crop that provides the majori,ELECTRA,ai,human,0.534,False Positive
Upland cotton (Gossypium hirsutum) is an important cultivated economic crop that provides the majori,DISTILBERT,ai,human,0.511,False Positive
"Using an electromobility shift assay (EMSA), we next showed that in vitro synthesized TRA-1 proteins",BERT,ai,human,0.527,False Positive
"Using an electromobility shift assay (EMSA), we next showed that in vitro synthesized TRA-1 proteins",DEBERTA,ai,human,0.561,False Positive
"Using an electromobility shift assay (EMSA), we next showed that in vitro synthesized TRA-1 proteins",ELECTRA,ai,human,0.529,False Positive
"Using an electromobility shift assay (EMSA), we next showed that in vitro synthesized TRA-1 proteins",DISTILBERT,ai,human,0.541,False Positive
"During maturation, potato tubers accumulate nearly 100% of their carbohydrate as starch and only sma",DEBERTA,ai,human,0.561,False Positive
"During maturation, potato tubers accumulate nearly 100% of their carbohydrate as starch and only sma",ELECTRA,ai,human,0.527,False Positive
"During maturation, potato tubers accumulate nearly 100% of their carbohydrate as starch and only sma",DISTILBERT,ai,human,0.515,False Positive
Cotton genomic DNA was extracted from young leaves of the 135 BC1F1 plants and the two parents as de,BERT,ai,human,0.566,False Positive
Cotton genomic DNA was extracted from young leaves of the 135 BC1F1 plants and the two parents as de,DEBERTA,ai,human,0.56,False Positive
Cotton genomic DNA was extracted from young leaves of the 135 BC1F1 plants and the two parents as de,ELECTRA,ai,human,0.528,False Positive
Cotton genomic DNA was extracted from young leaves of the 135 BC1F1 plants and the two parents as de,DISTILBERT,ai,human,0.526,False Positive
"The RsLysM and Avr4 genes from R. solani and Cladosporium fulvum, respectively, were cloned in the p",BERT,ai,human,0.578,False Positive
"The RsLysM and Avr4 genes from R. solani and Cladosporium fulvum, respectively, were cloned in the p",DEBERTA,ai,human,0.561,False Positive
"The RsLysM and Avr4 genes from R. solani and Cladosporium fulvum, respectively, were cloned in the p",ELECTRA,ai,human,0.529,False Positive
"The RsLysM and Avr4 genes from R. solani and Cladosporium fulvum, respectively, were cloned in the p",DISTILBERT,ai,human,0.547,False Positive
To gain further insights into the regulatory networks and key factors controlling the CCM in E. coli,BERT,ai,human,0.503,False Positive
To gain further insights into the regulatory networks and key factors controlling the CCM in E. coli,DEBERTA,ai,human,0.56,False Positive
To gain further insights into the regulatory networks and key factors controlling the CCM in E. coli,ELECTRA,ai,human,0.529,False Positive
To gain further insights into the regulatory networks and key factors controlling the CCM in E. coli,DISTILBERT,ai,human,0.535,False Positive
The QTL cluster analysis was performed by Biomercator 4.2 software (Arcade et al. 2004). QTL were pr,DEBERTA,ai,human,0.561,False Positive
The QTL cluster analysis was performed by Biomercator 4.2 software (Arcade et al. 2004). QTL were pr,ELECTRA,ai,human,0.527,False Positive
The QTL cluster analysis was performed by Biomercator 4.2 software (Arcade et al. 2004). QTL were pr,DISTILBERT,ai,human,0.527,False Positive
"In this paper, a de novo transcriptome assembly approach was used for oat embryo and endosperm trans",BERT,ai,human,0.503,False Positive
"In this paper, a de novo transcriptome assembly approach was used for oat embryo and endosperm trans",DEBERTA,ai,human,0.56,False Positive
"In this paper, a de novo transcriptome assembly approach was used for oat embryo and endosperm trans",ELECTRA,ai,human,0.526,False Positive
"In this paper, a de novo transcriptome assembly approach was used for oat embryo and endosperm trans",DISTILBERT,ai,human,0.538,False Positive
Improvements in crop yields are urgently needed in economically important cultivated species of the ,BERT,ai,human,0.502,False Positive
Improvements in crop yields are urgently needed in economically important cultivated species of the ,DEBERTA,ai,human,0.56,False Positive
Improvements in crop yields are urgently needed in economically important cultivated species of the ,ELECTRA,ai,human,0.522,False Positive
Improvements in crop yields are urgently needed in economically important cultivated species of the ,DISTILBERT,ai,human,0.517,False Positive
Healthy well-fed flies were frozen at – 80 °C for 10 min and subsequently homogenized in 100 mM Tris,BERT,ai,human,0.535,False Positive
Healthy well-fed flies were frozen at – 80 °C for 10 min and subsequently homogenized in 100 mM Tris,DEBERTA,ai,human,0.56,False Positive
Healthy well-fed flies were frozen at – 80 °C for 10 min and subsequently homogenized in 100 mM Tris,ELECTRA,ai,human,0.533,False Positive
Healthy well-fed flies were frozen at – 80 °C for 10 min and subsequently homogenized in 100 mM Tris,DISTILBERT,ai,human,0.536,False Positive
"Due to the concentrated nature of net pen reared Atlantic salmon, infestations of sea lice can multi",BERT,ai,human,0.532,False Positive
"Due to the concentrated nature of net pen reared Atlantic salmon, infestations of sea lice can multi",DEBERTA,ai,human,0.561,False Positive
"Due to the concentrated nature of net pen reared Atlantic salmon, infestations of sea lice can multi",ELECTRA,ai,human,0.522,False Positive
"Due to the concentrated nature of net pen reared Atlantic salmon, infestations of sea lice can multi",DISTILBERT,ai,human,0.52,False Positive
"At all generations, the bht-A1 CAPS marker was used as a diagnostic marker for the selection of the ",BERT,ai,human,0.526,False Positive
"At all generations, the bht-A1 CAPS marker was used as a diagnostic marker for the selection of the ",DEBERTA,ai,human,0.561,False Positive
"At all generations, the bht-A1 CAPS marker was used as a diagnostic marker for the selection of the ",ELECTRA,ai,human,0.519,False Positive
"At all generations, the bht-A1 CAPS marker was used as a diagnostic marker for the selection of the ",DISTILBERT,ai,human,0.535,False Positive
The initial aim of the present study was to study the feasibility of artificially combining biosynth,BERT,ai,human,0.519,False Positive
The initial aim of the present study was to study the feasibility of artificially combining biosynth,DEBERTA,ai,human,0.56,False Positive
The initial aim of the present study was to study the feasibility of artificially combining biosynth,ELECTRA,ai,human,0.518,False Positive
The initial aim of the present study was to study the feasibility of artificially combining biosynth,DISTILBERT,ai,human,0.551,False Positive
"Consistent with the other V. cholerae genomes analysed in this study, the CHN108B genome contained r",BERT,ai,human,0.502,False Positive
"Consistent with the other V. cholerae genomes analysed in this study, the CHN108B genome contained r",DEBERTA,ai,human,0.561,False Positive
"Consistent with the other V. cholerae genomes analysed in this study, the CHN108B genome contained r",ELECTRA,ai,human,0.522,False Positive
"Consistent with the other V. cholerae genomes analysed in this study, the CHN108B genome contained r",DISTILBERT,ai,human,0.54,False Positive
