Text,Model,Actual,Predicted,Confidence,Error Type
"Shuttleworth: On cadence and collaboration

From: Mark Shuttleworth <mark-AT-ubuntu.com> To: debian-",ROBERTA,human,ai,0.542,False Negative
"Shuttleworth: On cadence and collaboration

From: Mark Shuttleworth <mark-AT-ubuntu.com> To: debian-",DEBERTA,human,ai,0.5,False Negative
"Shuttleworth: On cadence and collaboration

From: Mark Shuttleworth <mark-AT-ubuntu.com> To: debian-",ELECTRA,human,ai,0.538,False Negative
"Worse, actually. Bear with me while I plow through these two seemingly off-topic abstracts:

Female ",ROBERTA,human,ai,0.546,False Negative
"Worse, actually. Bear with me while I plow through these two seemingly off-topic abstracts:

Female ",DEBERTA,human,ai,0.501,False Negative
"Worse, actually. Bear with me while I plow through these two seemingly off-topic abstracts:

Female ",ELECTRA,human,ai,0.533,False Negative
"vpncoin

Offline

Activity: 980

Merit: 1000

Blockchain engineer

Hero MemberActivity: 980Merit: 10",ROBERTA,human,ai,0.548,False Negative
"vpncoin

Offline

Activity: 980

Merit: 1000

Blockchain engineer

Hero MemberActivity: 980Merit: 10",DEBERTA,human,ai,0.5,False Negative
"vpncoin

Offline

Activity: 980

Merit: 1000

Blockchain engineer

Hero MemberActivity: 980Merit: 10",ELECTRA,human,ai,0.542,False Negative
"Ed Blackburn retires this year from Central City Concern, one of the city's largest homeless service",ROBERTA,human,ai,0.539,False Negative
"Ed Blackburn retires this year from Central City Concern, one of the city's largest homeless service",ELECTRA,human,ai,0.544,False Negative
"1 of 30 Full Screen Autoplay Close Skip Ad × Womens World Cup final: U.S. beats Japan, 5-2 View Pho",ROBERTA,human,ai,0.542,False Negative
"1 of 30 Full Screen Autoplay Close Skip Ad × Womens World Cup final: U.S. beats Japan, 5-2 View Pho",DEBERTA,human,ai,0.5,False Negative
"1 of 30 Full Screen Autoplay Close Skip Ad × Womens World Cup final: U.S. beats Japan, 5-2 View Pho",ELECTRA,human,ai,0.539,False Negative
"TERMS OF USE

1. Proprietary Rights

2. Product Information

3. Communications with and Submissions ",ROBERTA,human,ai,0.541,False Negative
"TERMS OF USE

1. Proprietary Rights

2. Product Information

3. Communications with and Submissions ",DEBERTA,human,ai,0.5,False Negative
"TERMS OF USE

1. Proprietary Rights

2. Product Information

3. Communications with and Submissions ",ELECTRA,human,ai,0.532,False Negative
